churned,account_length,area_code,intl_plan,number_customer_service_calls,number_vmail_messages,phone_number,state,total_day_calls,total_day_charge,total_day_minutes,total_eve_calls,total_eve_charge,total_eve_minutes,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,voice_mail_plan,total_night_minutes,_dmIndex_,_PartInd_,M_FILTER
1,209,510,no,3,0,388-7540,SC,124,43.37,255.1,110,19.6,230.6,5,2.3,8.5,69,9.81,no,218,5000204,1,0
0,66,415,yes,3,0,356-3333,WI,84,35.48,208.7,88,14.73,173.3,3,2.24,8.3,107,11.91,no,264.7,5000205,0,0
0,152,510,no,1,20,333-9664,VT,108,36.48,214.6,82,8.21,96.6,5,2.13,7.9,145,7.68,yes,170.7,5000206,1,0
0,162,408,no,1,0,363-3763,CT,121,8.36,49.2,136,12.23,143.9,13,3.27,12.1,97,9.14,no,203,5000207,1,0
0,72,510,no,2,0,345-7900,OR,133,24.02,141.3,96,11.47,134.9,3,3.02,11.2,97,10.24,no,227.5,5000208,0,0
0,101,415,no,4,0,400-5511,HI,89,43.04,253.2,114,20.22,237.9,7,2.62,9.7,85,6.94,no,154.3,5000209,1,0
0,125,415,no,0,0,381-7597,WV,128,35.02,206,71,16.84,198.1,3,3.56,13.2,116,6.12,no,135.9,5000210,2,0
0,46,408,no,2,0,404-9775,RI,105,6.87,40.4,83,14.65,172.4,2,2.43,9,89,6.53,no,145.1,5000211,0,0
1,132,408,no,1,0,389-4608,MI,104,49.5,291.2,132,19.91,234.2,3,2.4,8.9,87,8.63,no,191.7,5000212,1,0
0,193,415,no,0,31,403-1742,ME,58,12.1,71.2,105,10.6,124.7,3,3.16,11.7,108,7,yes,155.5,5000213,1,0
1,63,510,no,0,0,328-9797,WV,69,44.51,261.8,135,20.83,245,4,3.97,14.7,94,9.09,no,202.1,5000214,1,0
0,124,510,no,1,0,359-9223,NE,134,32.52,191.3,113,22.23,261.5,3,2.7,10,111,8.2,no,182.3,5000215,0,0
0,144,415,no,0,0,336-7696,DC,101,22.66,133.3,127,21.72,255.5,2,3.13,11.6,68,10.29,no,228.6,5000216,1,0
0,116,408,no,2,24,369-2214,NH,138,31.21,183.6,90,17.32,203.8,3,1.62,6,89,7.51,yes,166.9,5000217,0,0
0,189,415,no,1,30,411-1325,MD,116,26.38,155.2,50,16.62,195.5,6,4.16,15.4,108,7.65,yes,170.1,5000218,1,0
0,97,408,no,1,28,410-7553,NH,93,48.13,283.1,98,15.76,185.4,8,1.65,6.1,78,14.08,yes,312.8,5000219,1,0
0,137,510,no,2,50,376-4284,WV,94,31.71,186.5,106,15.13,178,4,3.27,12.1,100,9.7,yes,215.6,5000220,1,0
0,142,415,no,0,38,334-2800,IL,104,27.76,163.3,114,11.56,136,6,1.16,4.3,127,11.21,yes,249.1,5000221,0,0
0,84,510,no,1,0,369-1904,OK,125,34.58,203.4,88,15.55,182.9,2,3.73,13.8,121,9.62,no,213.7,5000222,2,0
0,119,415,no,1,19,359-3833,NH,110,30.28,178.1,100,18.09,212.8,6,2.7,10,123,10.18,yes,226.3,5000223,1,0
0,158,415,no,1,0,348-5569,MI,103,33.3,195.9,95,7.57,89.1,3,2.78,10.3,82,13.6,no,302.2,5000224,1,0
0,50,415,no,1,0,342-1960,ND,127,50.2,295.3,100,10.83,127.4,6,2.59,9.6,105,7.51,no,166.8,5000225,1,0
0,98,408,no,2,0,352-9050,LA,82,23.14,136.1,118,13.29,156.3,5,2.73,10.1,83,7.15,no,158.8,5000226,1,0
0,101,415,no,2,24,390-5316,HI,95,19.4,114.1,86,13.73,161.5,9,3.51,13,90,7.93,yes,176.3,5000227,1,0
1,182,415,no,2,0,418-8568,NJ,124,47.45,279.1,108,15.34,180.5,11,2.57,9.5,104,9.79,no,217.5,5000228,1,0
0,51,408,no,0,0,401-4844,WV,111,28.78,169.3,69,11.86,139.5,3,3.24,12,87,8.87,no,197,5000229,2,0
0,117,510,no,2,0,376-5471,NC,94,36.45,214.4,149,11.73,138,1,2.67,9.9,102,6.69,no,148.7,5000230,0,0
0,92,415,yes,0,0,409-2917,PA,125,43.49,255.8,111,12.13,142.7,3,3.16,11.7,101,8.15,no,181.2,5000231,1,0
0,86,408,no,2,0,369-6308,MI,71,25.19,148.2,91,24.23,285.1,3,1.67,6.2,155,7.49,no,166.4,5000232,1,0
0,122,415,no,2,0,357-7385,WY,93,20.28,119.3,103,19.03,223.9,4,2.35,8.7,122,9.54,no,211.9,5000233,1,0
0,156,408,no,1,27,405-7119,NJ,137,32.69,192.3,115,16.99,199.9,8,4,14.8,112,10.99,yes,244.2,5000234,2,0
1,127,510,no,0,0,405-3309,NJ,91,41.68,245.2,92,18.46,217.2,6,3.75,13.9,128,10.94,no,243.1,5000235,0,0
1,130,408,yes,5,0,384-4938,NC,106,36.75,216.2,86,30.91,363.7,2,4.56,16.9,123,5.7,no,126.7,5000236,0,0
0,158,408,no,2,0,377-2725,NM,114,29.31,172.4,69,21.81,256.6,0,0,0,104,10.59,no,235.3,5000237,1,0
0,145,510,yes,1,30,405-6398,MS,107,29.8,175.3,116,13.03,153.3,3,3,11.1,85,10.51,yes,233.6,5000238,0,0
1,90,415,yes,0,26,355-9366,TX,104,28.73,169,104,16.05,188.8,3,3.59,13.3,76,9.6,yes,213.3,5000239,0,0
0,127,510,no,3,27,403-1128,OK,113,0.44,2.6,102,21.59,254,5,2.48,9.2,156,10.92,yes,242.7,5000240,0,0
0,109,415,no,1,0,384-9682,ID,143,31.3,184.1,105,17.99,211.7,2,2.67,9.9,116,10.93,no,243,5000241,1,0
0,88,415,no,1,0,352-5393,AL,90,30.92,181.9,87,12.88,151.5,3,2.03,7.5,100,6.44,no,143,5000242,1,0
0,101,510,no,0,9,395-1229,WY,116,27.22,160.1,121,17.85,210,9,2.92,10.8,65,6.26,yes,139.1,5000243,0,0
0,171,510,no,0,0,361-9195,HI,122,32.27,189.8,85,14.76,173.7,1,2.78,10.3,84,11.57,no,257.1,5000244,1,0
0,21,415,no,1,0,351-6366,VA,142,37.94,223.2,114,18.4,216.5,2,3.35,12.4,111,9.66,no,214.7,5000245,1,0
0,145,408,no,2,31,346-4919,WV,94,36.72,216,123,19.13,225.1,1,2.89,10.7,109,10.56,yes,234.7,5000246,1,0
0,90,415,no,2,0,354-9068,DE,124,33.75,198.5,100,22.66,266.6,7,2.16,8,80,10.95,no,243.3,5000247,0,0
0,33,408,no,1,0,369-2743,CA,115,27.12,159.5,118,16.61,195.4,7,1.92,7.1,86,4.61,no,102.4,5000248,1,0
1,61,408,no,2,40,343-1347,PA,78,17.85,105,100,15.35,180.6,2,2.75,10.2,115,7.83,yes,174.1,5000249,1,0
0,107,415,no,3,0,336-5495,CO,108,34.77,204.5,110,13.8,162.4,1,3.62,13.4,102,6.98,no,155,5000250,0,0
1,147,408,no,0,0,376-4292,MD,92,46.58,274,82,19.7,231.8,1,1.67,6.2,83,12.76,no,283.6,5000251,1,0
0,117,510,no,2,0,391-8677,AL,84,26.98,158.7,91,15.44,181.7,10,2.08,7.7,67,7.98,no,177.3,5000252,1,0
0,95,415,no,1,0,350-7273,AL,116,39.08,229.9,110,17.2,202.4,6,3.83,14.2,105,7.71,no,171.4,5000253,1,0
0,186,510,no,1,0,400-6454,KS,97,23.43,137.8,118,15.95,187.7,6,2.35,8.7,85,6.59,no,146.4,5000254,0,0
0,128,415,no,0,0,422-3052,MI,94,30.5,179.4,92,22.98,270.4,4,2.13,7.9,88,8.59,no,191,5000255,1,0
0,55,408,no,3,39,365-6756,AK,101,23.68,139.3,117,15.16,178.3,1,2.19,8.1,104,11.09,yes,246.5,5000256,1,0
0,134,415,no,2,0,406-4158,OH,86,1.33,7.8,100,14.57,171.4,2,3.48,12.9,80,8.39,no,186.5,5000257,0,0
0,96,415,no,1,23,383-4641,IN,88,31.13,183.1,89,12.53,147.4,7,3.05,11.3,108,15.76,yes,350.2,5000258,1,0
0,107,415,no,0,0,368-5165,SC,79,35.17,206.9,117,22.3,262.4,3,2.89,10.7,69,6.72,no,149.3,5000259,1,0
0,123,415,no,2,0,378-2432,KS,106,23.8,140,101,13.06,153.7,1,3.38,12.5,87,2.25,no,50.1,5000260,0,0
0,35,415,no,2,0,362-4159,OK,59,30.46,179.2,101,24.08,283.3,7,1.57,5.8,83,12.84,no,285.4,5000261,0,0
0,74,408,no,0,0,363-7979,WI,136,30.16,177.4,104,20.43,240.3,3,3.24,12,133,10.68,no,237.3,5000262,0,0
0,130,408,no,1,0,334-9818,IN,129,19.65,115.6,104,14.26,167.8,9,3.4,12.6,124,6.38,no,141.8,5000263,1,0
1,137,408,yes,0,0,352-5787,IL,103,40.34,237.3,84,15.02,176.7,4,3.83,14.2,81,11.85,no,263.4,5000264,0,0
0,88,415,no,1,0,332-3617,TN,116,30.86,181.5,119,15.9,187,7,2.84,10.5,96,9.91,no,220.3,5000265,0,0
0,80,408,no,3,0,327-9957,DC,90,8.76,51.5,98,13.94,164,4,2.57,9.5,80,7.62,no,169.4,5000266,1,0
0,116,408,no,3,19,338-7527,NC,104,26.47,155.7,118,15.76,185.4,2,2.21,8.2,116,8.67,yes,192.7,5000267,1,0
0,123,510,no,2,23,348-8711,RI,88,41.65,245,105,22.53,265,3,4.02,14.9,108,10.79,yes,239.7,5000268,1,0
0,120,415,no,1,0,421-3226,MS,99,22.39,131.7,109,13.86,163.1,3,2.89,10.7,116,9.05,no,201.1,5000269,1,0
0,146,415,yes,1,0,391-4358,VA,126,18.89,111.1,95,26.64,313.4,6,2.84,10.5,82,9.71,no,215.7,5000270,1,0
0,106,510,no,3,9,379-2523,KY,100,15.05,88.5,109,27.61,324.8,4,2.21,8.2,86,3.6,yes,79.9,5000271,1,0
0,121,408,no,1,44,419-2369,NV,85,19.72,116,120,12.76,150.1,2,3.24,12,98,11.11,yes,246.8,5000272,2,0
0,137,510,no,1,0,382-1227,WI,81,26.44,155.5,94,11.31,133.1,2,2.46,9.1,77,11.39,no,253.1,5000273,1,0
0,84,408,no,2,30,409-5749,NH,65,18.11,106.5,108,19.18,225.7,3,1.54,5.7,61,8.49,yes,188.6,5000274,1,0
0,67,510,no,1,31,362-7951,NE,68,29.78,175.2,73,16.93,199.2,6,3.56,13.2,99,9.89,yes,219.8,5000275,1,0
1,161,408,no,4,0,415-3537,WI,84,26.3,154.7,125,15.11,177.8,2,1.59,5.9,90,7.78,no,172.9,5000276,1,0
1,134,510,no,2,34,373-3959,NJ,105,42.02,247.2,133,19.17,225.5,5,1.65,6.1,76,8.38,yes,186.3,5000277,0,0
1,62,415,yes,0,32,358-1346,ME,93,37.13,218.4,132,20.12,236.7,3,3.56,13.2,137,8.65,yes,192.2,5000278,1,0
0,120,415,no,1,24,381-8422,WY,81,38.68,227.5,71,19.97,234.9,13,2.43,9,128,7.49,yes,166.4,5000279,1,0
0,130,408,no,0,30,360-9005,IN,117,31.45,185,141,21.21,249.5,7,2,7.4,103,7.1,yes,157.8,5000280,0,0
0,20,408,no,2,0,344-5967,WI,89,31.76,186.8,51,21.54,253.4,6,3.32,12.3,105,12.29,no,273.1,5000281,0,0
0,68,415,no,1,0,396-6390,VT,119,27,158.8,105,18,211.8,3,2.78,10.3,101,8.91,no,198.1,5000282,1,0
0,112,415,no,0,0,346-5036,CA,150,35.48,208.7,104,18.09,212.8,4,2.3,8.5,98,8.01,no,178.1,5000283,2,0
0,77,408,no,3,0,328-7252,IN,95,31.6,185.9,98,18.02,212,4,3.05,11.3,81,12.7,no,282.3,5000284,1,0
0,109,415,no,2,0,360-1745,SC,74,37.83,222.5,75,14.42,169.7,3,2.43,9,94,11.89,no,264.3,5000285,1,0
0,108,415,no,3,0,358-2046,IN,101,34.19,201.1,86,14.51,170.7,3,3.13,11.6,113,10.68,no,237.4,5000286,1,0
0,79,415,no,1,17,344-6935,IA,114,28.54,167.9,93,20.71,243.7,2,2.46,9.1,114,9.54,yes,211.9,5000287,1,0
1,119,408,no,3,0,401-9665,MD,88,40.65,239.1,79,20.7,243.5,3,2.94,10.9,92,10.39,no,230.9,5000288,0,0
1,38,510,no,5,0,399-5291,MN,109,29.87,175.7,97,18,211.8,3,2.48,9.2,109,6.21,no,137.9,5000289,1,0
1,109,415,no,6,29,409-6588,AR,90,18.9,111.2,98,22.4,263.5,6,2.43,9,128,10.11,yes,224.7,5000290,1,0
0,78,415,no,1,0,358-5721,MS,74,14.91,87.7,58,18.26,214.8,6,2.92,10.8,147,9.06,no,201.3,5000291,0,0
0,134,415,no,0,0,414-7446,MN,99,41.5,244.1,111,20.99,246.9,2,1.94,7.2,133,9,no,200,5000292,1,0
0,47,415,no,2,27,329-9517,WA,89,28.05,165,118,10.82,127.3,4,2.08,7.7,95,12.8,yes,284.4,5000293,0,0
0,59,408,no,0,27,415-9553,MS,110,21.66,127.4,99,8.78,103.3,3,2.46,9.1,73,7.39,yes,164.2,5000294,0,0
0,151,415,no,0,0,413-3177,ID,106,33.12,194.8,103,24.88,292.7,3,1.49,5.5,82,10.11,no,224.6,5000295,1,0
0,129,415,no,1,0,347-5113,NC,131,9.3,54.7,105,21.77,256.1,4,3,11.1,135,7.95,no,176.6,5000296,0,0
0,107,510,no,2,27,330-2662,VA,104,48.18,283.4,152,19.05,224.1,7,3.89,14.4,63,10.86,yes,241.3,5000297,0,0
1,137,408,yes,0,0,330-5824,MT,112,43.86,258,117,20.95,246.5,3,2.94,10.9,100,7.79,no,173.2,5000298,1,0
0,76,510,no,1,0,411-1261,MI,142,15.39,90.5,75,17.99,211.7,2,2.51,9.3,76,8.77,no,194.9,5000299,0,0
0,24,415,no,0,0,329-8788,HI,132,40.05,235.6,129,9.85,115.9,2,4.37,16.2,136,8.34,no,185.4,5000300,1,0
0,169,408,no,2,0,333-7869,NC,82,24.23,142.5,110,19.67,231.4,4,2.7,10,67,5.9,no,131.2,5000301,1,0
0,30,408,no,1,0,399-4800,MN,68,9.18,54,96,15.24,179.3,8,2.75,10.2,101,11.12,no,247.2,5000302,1,0
0,70,415,no,3,0,402-2072,WV,87,36.52,214.8,114,11.14,131,3,2.54,9.4,104,9.76,no,216.9,5000303,0,0
1,52,510,yes,0,0,403-6187,SD,118,42.74,251.4,80,16.71,196.6,2,2.97,11,53,8.64,no,192,5000304,0,0
0,3,408,no,4,0,355-2872,HI,99,23.63,139,108,21.31,250.7,3,1.65,6.1,87,12.88,no,286.2,5000305,1,0
0,38,415,no,2,0,386-2970,MS,114,19.94,117.3,105,17.74,208.7,2,3.89,14.4,98,9.15,no,203.4,5000306,0,0
0,104,415,no,3,0,389-6081,NY,108,44.88,264,75,11.24,132.2,8,2.86,10.6,91,8,no,177.7,5000307,0,0
0,27,408,no,1,0,348-7556,LA,105,14.04,82.6,99,17.34,204,4,2.46,9.1,122,10.09,no,224.2,5000308,0,0
0,166,415,yes,1,28,334-9163,KS,126,29.89,175.8,76,21.56,253.6,5,3.08,11.4,72,5.78,yes,128.5,5000309,1,0
0,13,408,no,2,0,411-4293,MA,100,37.47,220.4,79,17.95,211.2,8,3.67,13.6,112,11.67,no,259.3,5000310,1,0
0,52,408,no,2,0,375-5562,AK,104,36.89,217,83,12.95,152.3,4,3.19,11.8,109,6.04,no,134.3,5000311,1,0
0,114,415,no,1,25,386-3823,SD,77,21.93,129,110,24.65,290,5,3.13,11.6,110,7.97,yes,177.1,5000312,1,0
0,156,408,no,1,0,364-6445,CO,106,25.59,150.5,112,13,152.9,3,0.95,3.5,86,9.72,no,215.9,5000313,1,0
0,90,415,no,0,42,383-2251,NH,66,32.86,193.3,85,22.38,263.3,4,3,11.1,97,9.65,yes,214.4,5000314,0,0
0,62,415,no,2,0,351-3169,WV,122,32.22,189.5,95,8.82,103.8,5,2.92,10.8,106,8.13,no,180.6,5000315,1,0
0,82,415,no,2,33,413-6380,AZ,95,23.43,137.8,128,20.02,235.5,6,2.97,11,70,12.06,yes,268.1,5000316,1,0
0,52,510,no,3,0,380-9674,ME,80,21.98,129.3,101,12.13,142.7,4,3.32,12.3,89,11.62,no,258.3,5000317,1,0
0,146,510,no,1,0,345-2319,NH,77,19.65,115.6,100,18.16,213.6,6,2.89,10.7,72,9.83,no,218.4,5000318,1,0
0,120,415,no,2,23,377-5441,RI,114,37.72,221.9,84,21.65,254.7,5,1.94,7.2,117,11.27,yes,250.5,5000319,1,0
1,130,415,no,1,0,358-3692,ID,113,44.83,263.7,103,15.85,186.5,6,4.94,18.3,99,8.79,no,195.3,5000320,1,0
0,90,408,no,1,0,400-5831,WI,91,10.42,61.3,94,16.52,194.4,9,3.08,11.4,80,6.44,no,143.1,5000321,1,0
0,147,408,yes,1,0,357-5995,NM,113,31.25,183.8,110,14,164.7,4,2.73,10.1,87,5,no,111,5000322,0,0
1,159,415,no,0,0,391-2159,WY,68,28.46,167.4,74,12.22,143.8,3,2.78,10.3,111,6.3,no,140.1,5000323,1,0
0,74,510,no,4,27,398-5954,IL,122,26.2,154.1,150,16.6,195.3,2,3.56,13.2,86,12.45,yes,276.7,5000324,1,0
0,130,408,no,0,0,385-6175,TX,101,42.84,252,105,14.47,170.2,5,1.54,5.7,64,9.41,no,209.2,5000325,1,0
0,155,408,yes,0,0,334-2961,RI,94,27.73,163.1,108,24.79,291.7,3,3.02,11.2,111,4.34,no,96.4,5000326,1,0
0,87,415,no,2,0,405-4303,MI,80,33.71,198.3,89,15.9,187,4,4.48,16.6,96,6.01,no,133.5,5000327,1,0
1,81,415,no,0,0,406-4100,OR,48,55.2,324.7,82,20.09,236.4,5,3.54,13.1,78,8.44,no,187.6,5000328,1,0
0,99,510,no,2,0,352-4401,VA,78,21.81,128.3,120,18.3,215.3,9,3.86,14.3,140,6.47,no,143.7,5000329,0,0
0,131,510,no,2,0,347-1473,SD,110,31.94,187.9,101,17.04,200.5,11,2.75,10.2,125,9.12,no,202.6,5000330,2,0
1,89,510,no,5,0,347-2016,AL,71,21.96,129.2,68,18.2,214.1,4,2.78,10.3,100,9.67,no,214.9,5000331,1,0
1,123,415,yes,4,0,388-8948,MS,106,21.34,125.5,96,10.96,128.9,6,1.7,6.3,129,11.34,no,251.9,5000332,0,0
0,130,510,no,1,26,402-5509,MS,108,43.72,257.2,122,19.07,224.3,4,3.4,12.6,118,9.18,yes,204,5000333,2,0
0,99,415,no,1,0,367-2598,HI,90,21.18,124.6,70,12.44,146.4,6,2.84,10.5,95,7.62,no,169.4,5000334,1,0
0,36,408,no,1,0,370-5001,WV,144,29.77,175.1,69,18.44,216.9,3,2.67,9.9,146,10.97,no,243.7,5000335,2,0
0,87,415,no,3,0,332-3693,WV,91,21.13,124.3,105,14.74,173.4,5,2.03,7.5,109,11.53,no,256.3,5000336,1,0
0,139,415,no,2,0,403-9766,WV,130,46.17,271.6,131,13.26,156,9,3.13,11.6,108,6.13,no,136.3,5000337,0,0
0,189,510,no,1,0,363-2407,IN,80,37.38,219.9,117,12.18,143.3,7,3.16,11.7,69,5.88,no,130.6,5000338,1,0
0,96,415,no,3,33,395-9214,NM,115,31.16,183.3,87,17.12,201.4,15,2.81,10.4,84,7.98,yes,177.4,5000339,1,0
0,112,408,no,2,0,351-8894,DE,119,17.19,101.1,67,18.22,214.4,5,2.78,10.3,112,8.08,no,179.5,5000340,1,0
0,75,408,no,1,0,406-5003,NC,70,34.56,203.3,97,19.46,228.9,3,3.86,14.3,118,10,no,222.2,5000341,1,0
0,178,415,no,2,35,398-1332,NM,88,29.82,175.4,65,16.15,190,3,2.84,10.5,94,6.24,yes,138.7,5000342,2,0
1,112,415,no,2,0,363-8033,SC,97,45.22,266,94,18.24,214.6,2,3.83,14.2,100,13.78,no,306.2,5000343,1,0
0,108,415,no,0,41,333-1012,NJ,110,29.17,171.6,78,11.57,136.1,7,2.92,10.8,103,8.25,yes,183.4,5000344,1,0
0,100,510,no,0,0,391-6260,AZ,98,13.38,78.7,102,19.18,225.6,8,3.78,14,106,6.77,no,150.4,5000345,1,0
0,121,510,no,0,20,336-1353,RI,110,36.02,211.9,120,18.28,215.1,2,2.54,9.4,107,10.73,yes,238.5,5000346,1,0
0,116,415,no,1,0,365-5629,SD,101,10.83,63.7,95,16.64,195.8,6,2.7,10,87,9.45,no,210.1,5000347,1,0
0,161,415,no,1,0,349-4397,NH,100,29.48,173.4,74,18.16,213.7,4,3.11,11.5,69,6.37,no,141.5,5000348,0,0
0,19,415,yes,0,0,380-3910,AL,98,40.41,237.7,121,17.6,207.1,4,1.22,4.5,95,8.2,no,182.2,5000349,0,0
0,104,415,no,1,0,354-7820,WV,123,38.4,225.9,106,13.84,162.8,4,2.73,10.1,85,12.24,no,272.1,5000350,1,0
0,119,415,yes,0,32,338-9952,ID,101,29.41,173,93,17.8,209.4,4,3.29,12.2,91,10.4,yes,231.1,5000351,0,0
0,125,415,no,0,0,405-1821,MD,102,38.23,224.9,87,12.22,143.8,2,2.16,8,105,8.95,no,198.9,5000352,1,0
0,156,510,no,1,0,329-8669,IN,122,40.41,237.7,91,15.43,181.5,4,2.08,7.7,151,8.36,no,185.7,5000353,1,0
0,109,415,no,2,0,328-8808,WY,128,23.29,137,116,18.45,217,5,2.7,10,86,8.19,no,182.1,5000354,2,0
0,95,510,no,2,0,409-3018,NH,109,24.23,142.5,107,14.97,176.1,3,2.21,8.2,88,8.53,no,189.6,5000355,1,0
0,90,408,no,1,0,421-5994,MN,126,24.21,142.4,118,10.73,126.2,4,1.24,4.6,71,12.34,no,274.2,5000356,1,0
0,105,415,no,2,21,354-4448,MA,112,24.99,147,43,16.77,197.3,3,2.35,8.7,93,12.03,yes,267.4,5000357,1,0
0,101,510,no,1,0,352-5081,NH,124,37.45,220.3,101,16.03,188.6,4,2.86,10.6,98,12.53,no,278.4,5000358,1,0
0,95,415,no,1,0,401-7803,MN,96,25.36,149.2,116,22.16,260.7,2,2.19,8.1,120,9.05,no,201,5000359,1,0
0,123,415,no,0,0,420-6052,IA,88,34.75,204.4,111,11.69,137.5,4,2.7,10,100,10.17,no,226,5000360,1,0
0,160,408,no,1,0,352-6084,NY,77,36.86,216.8,117,17.62,207.3,2,1.51,5.6,117,10.29,no,228.6,5000361,1,0
0,141,510,no,1,28,388-8583,AL,123,52.36,308,128,21.06,247.8,3,2,7.4,103,6.88,yes,152.9,5000362,0,0
0,87,415,no,0,0,415-3158,WV,125,9.86,58,116,5.74,67.5,3,3.11,11.5,136,8.37,no,185.9,5000363,1,0
0,81,415,no,2,0,402-9304,NM,80,29.44,173.2,94,20.08,236.2,6,3.19,11.8,84,10.81,no,240.2,5000364,1,0
0,75,415,no,4,19,341-1916,CA,90,35.75,210.3,87,20.55,241.8,3,3.54,13.1,102,9.71,yes,215.7,5000365,1,0
0,126,408,no,0,24,381-2745,MA,125,10.01,58.9,90,25.97,305.5,6,3.27,12.1,73,7.15,yes,158.9,5000366,2,0
0,28,415,no,3,0,402-5014,ME,102,40.26,236.8,87,14.2,167.1,3,2.62,9.7,115,12.61,no,280.2,5000367,0,0
0,153,415,no,0,0,399-8846,FL,102,38.91,228.9,136,13.66,160.7,2,3.38,12.5,109,9.14,no,203.1,5000368,0,0
1,97,408,no,2,32,328-9267,NH,87,15.3,90,113,23.49,276.3,6,2.32,8.6,107,8.33,yes,185.2,5000369,1,0
0,115,408,no,2,0,348-7224,IN,128,24.94,146.7,74,9.03,106.2,4,3,11.1,104,8.9,no,197.7,5000370,1,0
0,95,408,no,1,0,336-2190,WI,83,40.34,237.3,65,13.09,154,6,3.02,11.2,105,10.67,no,237,5000371,1,0
1,17,415,yes,0,0,376-4705,MA,118,27.68,162.8,91,19.52,229.6,3,3.67,13.6,94,14.97,no,332.7,5000372,1,0
0,105,415,no,1,20,381-4076,NH,114,31.77,186.9,91,21.79,256.3,2,2.4,8.9,104,15.06,yes,334.7,5000373,0,0
0,121,415,no,2,0,348-8464,TX,100,14.64,86.1,113,22.08,259.8,9,2.46,9.1,79,6.66,no,148,5000374,1,0
0,125,408,no,2,0,412-7020,NC,89,36.09,212.3,127,18.31,215.4,2,3.05,11.3,73,8.41,no,186.8,5000375,0,0
0,124,415,no,2,0,386-8432,CT,98,25.67,151,119,10.25,120.6,2,2.48,9.2,81,6.88,no,152.8,5000376,1,0
0,35,408,no,2,0,337-1802,NJ,67,26.96,158.6,96,11.08,130.4,5,1.86,6.9,80,10.34,no,229.8,5000377,1,0
1,134,510,no,0,0,366-1084,WY,93,50.32,296,117,19.24,226.4,10,3.32,12.3,98,11.11,no,246.8,5000378,0,0
0,123,510,no,3,32,352-4182,LA,77,36.09,212.3,78,21.38,251.5,2,1.78,6.6,85,9.39,yes,208.7,5000379,1,0
0,124,415,no,3,0,368-5628,NV,61,39.85,234.4,111,15.24,179.3,6,2.81,10.4,117,12.85,no,285.5,5000380,0,0
0,133,510,no,2,0,333-8996,WV,92,30.06,176.8,97,15.94,187.5,3,1.76,6.5,88,8.86,no,196.8,5000381,1,0
0,185,415,no,0,19,353-2557,AR,123,26.74,157.3,94,21.9,257.7,6,2.59,9.6,107,8.57,yes,190.4,5000382,2,0
0,1,415,no,1,26,356-8621,SC,68,24.92,146.6,67,14.69,172.8,2,2.7,10,113,7.82,yes,173.8,5000383,1,0
0,107,415,no,1,0,354-6942,KS,108,44.29,260.5,110,8.7,102.4,5,2.65,9.8,148,5.84,no,129.7,5000384,0,0
0,91,415,no,1,20,377-9829,NY,98,24.84,146.1,104,23.58,277.4,3,1.67,6.2,100,6.2,yes,137.7,5000385,0,0
1,178,408,yes,2,0,348-4660,MI,134,21.17,124.5,78,12,141.2,2,3.08,11.4,113,12.07,no,268.2,5000386,1,0
0,123,415,no,1,0,410-5199,MA,49,35.6,209.4,117,20.18,237.4,11,2.65,9.8,98,10.76,no,239.2,5000387,0,0
1,170,415,no,1,0,397-6542,UT,44,48.57,285.7,144,14.24,167.5,4,2.35,8.7,97,11.7,no,260,5000388,2,0
0,135,415,no,1,0,333-4492,HI,44,32.45,190.9,109,13.72,161.4,2,2.27,8.4,100,10.44,no,231.9,5000389,1,0
0,85,408,no,1,0,405-9573,PA,88,24.55,144.4,105,22.49,264.6,3,2.67,9.9,94,8.34,no,185.4,5000390,0,0
0,134,415,no,2,50,359-7255,OR,130,35.5,208.8,104,11.3,132.9,4,3,11.1,107,6.15,yes,136.7,5000391,1,0
0,148,415,no,1,36,419-5501,TN,141,13.19,77.6,60,17.6,207,2,2.94,10.9,115,11.51,yes,255.7,5000392,1,0
1,93,415,no,1,0,404-4809,CT,101,46.09,271.1,133,20.18,237.4,6,2.27,8.4,103,6.54,no,145.4,5000393,2,0
0,138,415,no,0,0,344-6334,AZ,104,40.94,240.8,92,12.28,144.5,1,3.13,11.6,98,5.66,no,125.7,5000394,1,0
0,159,510,no,0,0,400-1899,OR,98,19.52,114.8,101,16.37,192.6,5,3.29,12.2,108,11.66,no,259,5000395,1,0
0,103,415,no,1,34,346-5053,DE,80,23.6,138.8,108,12.07,142,7,3.19,11.8,77,8.27,yes,183.8,5000396,2,0
0,150,408,no,0,27,398-2148,MA,112,35.67,209.8,80,13.18,155,6,1.94,7.2,111,11.32,yes,251.5,5000397,0,0
0,37,408,no,3,0,347-7675,CT,98,22.93,134.9,130,21.11,248.4,2,3.97,14.7,113,10.63,no,236.2,5000398,1,0
0,33,415,yes,0,0,411-8956,AR,99,27.88,164,102,13.01,153.1,4,1.73,6.4,104,5.57,no,123.8,5000399,0,0
0,55,415,no,1,0,390-3761,SD,130,41.74,245.5,54,16.38,192.7,4,2.46,9.1,83,6.38,no,141.7,5000400,1,0
0,134,408,no,0,32,377-3876,CT,94,13.65,80.3,124,16.99,199.9,3,4.48,16.6,117,7.69,yes,170.8,5000401,1,0
0,107,408,no,2,0,345-2476,CT,90,15.42,90.7,109,17.64,207.5,5,1.51,5.6,96,7.62,no,169.4,5000402,2,0
